platform,region,plan_type,price,scraped_at,currency
Spotify,Seychelles,Family,9.49,2026-04-19 15:28:32,USD
Apple TV+,Seychelles,Apple TV+ Monthly,12.99,2026-04-19 15:28:33,USD
Netflix,Seychelles,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Seychelles,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Seychelles,Basic,3.99,2026-04-19 15:28:36,USD
Spotify,Namibia,Individual,0.0,2026-04-19 15:28:31,USD
Spotify,Namibia,Student,0.0,2026-04-19 15:28:31,USD
Spotify,Namibia,Duo,4.49,2026-04-19 15:28:31,USD
Spotify,Namibia,Family,5.79,2026-04-19 15:28:31,USD
Apple TV+,Namibia,Apple TV+ Monthly,6.99,2026-04-19 15:28:32,USD
Netflix,Namibia,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Namibia,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Namibia,Basic,3.99,2026-04-19 15:28:36,USD
Spotify,Mozambique,Individual,0.0,2026-04-19 15:28:31,USD
Spotify,Mozambique,Student,0.0,2026-04-19 15:28:31,USD
Spotify,Mozambique,Duo,4.49,2026-04-19 15:28:31,USD
Spotify,Mozambique,Family,5.79,2026-04-19 15:28:31,USD
Apple TV+,Mozambique,Apple TV+ Monthly,6.99,2026-04-19 15:28:33,USD
Netflix,Mozambique,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Mozambique,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Mozambique,Basic,3.99,2026-04-19 15:28:36,USD
Apple TV+,Mauritius,Apple TV+ Monthly,6.99,2026-04-19 15:28:33,USD
Netflix,Mauritius,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Mauritius,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Mauritius,Basic,3.99,2026-04-19 15:28:36,USD
Spotify,Ethiopia,Individual,0.0,2026-04-19 15:28:31,USD
Spotify,Ethiopia,Student,0.0,2026-04-19 15:28:31,USD
Spotify,Ethiopia,Duo,4.49,2026-04-19 15:28:31,USD
Spotify,Ethiopia,Family,5.79,2026-04-19 15:28:31,USD
Apple TV+,Ethiopia,Apple TV+ Monthly,12.99,2026-04-19 15:28:32,USD
Netflix,Ethiopia,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Ethiopia,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Ethiopia,Basic,3.99,2026-04-19 15:28:36,USD
Spotify,Madagascar,Individual,0.0,2026-04-19 15:28:32,USD
Spotify,Madagascar,Student,0.0,2026-04-19 15:28:32,USD
Spotify,Madagascar,Duo,4.49,2026-04-19 15:28:32,USD
Spotify,Madagascar,Family,5.79,2026-04-19 15:28:32,USD
Apple TV+,Madagascar,Apple TV+ Monthly,12.99,2026-04-19 15:28:33,USD
Netflix,Madagascar,Premium,9.99,2026-04-19 15:28:36,USD
Netflix,Madagascar,Standard,7.99,2026-04-19 15:28:36,USD
Netflix,Madagascar,Basic,3.99,2026-04-19 15:28:36,USD
Spotify,United Kingdom,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,United Kingdom,Student,0.0,2026-04-19 18:31:06,USD
Spotify,United Kingdom,Duo,23.99,2026-04-19 18:31:06,USD
Spotify,United Kingdom,Family,29.32,2026-04-19 18:31:06,USD
Apple TV+,United Kingdom,Apple TV+ Monthly,12.99,2026-04-19 18:31:06,USD
Netflix,United Kingdom,Premium,26.99,2026-04-19 18:31:11,USD
Netflix,United Kingdom,Standard with ads,8.99,2026-04-19 18:31:11,USD
Netflix,United Kingdom,Standard,19.99,2026-04-19 18:31:11,USD
Spotify,United States,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,United States,Student,0.0,2026-04-19 18:31:06,USD
Spotify,United States,Duo,18.99,2026-04-19 18:31:06,USD
Spotify,United States,Family,21.99,2026-04-19 18:31:06,USD
Apple TV+,United States,Apple TV+ Monthly,12.99,2026-04-19 18:31:06,USD
Netflix,United States,Premium,26.99,2026-04-19 18:31:11,USD
Netflix,United States,Standard with ads,8.99,2026-04-19 18:31:11,USD
Netflix,United States,Standard,19.99,2026-04-19 18:31:11,USD
Apple TV+,Tunisia,Apple TV+ Monthly,12.99,2026-04-19 18:31:06,USD
Netflix,Tunisia,Premium,9.99,2026-04-19 18:31:11,USD
Netflix,Tunisia,Standard,7.99,2026-04-19 18:31:11,USD
Netflix,Tunisia,Basic,3.99,2026-04-19 18:31:11,USD
Apple TV+,Algeria,Apple TV+ Monthly,12.99,2026-04-19 18:31:06,USD
Netflix,Algeria,Premium,9.99,2026-04-19 18:31:11,USD
Netflix,Algeria,Standard,7.99,2026-04-19 18:31:11,USD
Netflix,Algeria,Basic,3.99,2026-04-19 18:31:11,USD
Apple TV+,Morocco,Apple TV+ Monthly,12.99,2026-04-19 18:31:06,USD
Spotify,Kuwait,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Kuwait,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Kuwait,Duo,7.49,2026-04-19 18:31:06,USD
Spotify,Kuwait,Family,9.49,2026-04-19 18:31:06,USD
Apple TV+,Kuwait,Apple TV+ Monthly,12.99,2026-04-19 18:31:07,USD
Netflix,Kuwait,Premium,17.99,2026-04-19 18:31:11,USD
Netflix,Kuwait,Standard,11.99,2026-04-19 18:31:11,USD
Netflix,Kuwait,Basic,8.99,2026-04-19 18:31:11,USD
Spotify,Oman,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Oman,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Oman,Duo,7.49,2026-04-19 18:31:06,USD
Spotify,Oman,Family,9.49,2026-04-19 18:31:06,USD
Apple TV+,Oman,Apple TV+ Monthly,6.99,2026-04-19 18:31:07,USD
Netflix,Oman,Premium,15.79,2026-04-19 18:31:11,USD
Netflix,Oman,Standard,10.49,2026-04-19 18:31:11,USD
Netflix,Oman,Basic,8.39,2026-04-19 18:31:11,USD
Spotify,Canada,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Canada,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Canada,Duo,17.89,2026-04-19 18:31:06,USD
Spotify,Canada,Family,20.99,2026-04-19 18:31:06,USD
Apple TV+,Canada,Apple TV+ Monthly,14.99,2026-04-19 18:31:06,USD
Spotify,New Zealand,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,New Zealand,Student,0.0,2026-04-19 18:31:06,USD
Spotify,New Zealand,Duo,28.99,2026-04-19 18:31:06,USD
Spotify,New Zealand,Family,33.99,2026-04-19 18:31:06,USD
Apple TV+,New Zealand,Apple TV+ Monthly,17.99,2026-04-19 18:31:06,USD
Spotify,Lebanon,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Lebanon,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Lebanon,Duo,7.49,2026-04-19 18:31:06,USD
Spotify,Lebanon,Family,9.49,2026-04-19 18:31:06,USD
Apple TV+,Lebanon,Apple TV+ Monthly,6.99,2026-04-19 18:31:07,USD
Netflix,Lebanon,Premium,9.99,2026-04-19 18:31:12,USD
Netflix,Lebanon,Standard,7.99,2026-04-19 18:31:12,USD
Netflix,Lebanon,Basic,3.99,2026-04-19 18:31:12,USD
Spotify,Australia,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Australia,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Australia,Duo,22.99,2026-04-19 18:31:06,USD
Spotify,Australia,Family,27.99,2026-04-19 18:31:06,USD
Apple TV+,Australia,Apple TV+ Monthly,15.99,2026-04-19 18:31:07,USD
Spotify,Bahrain,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Bahrain,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Bahrain,Duo,7.49,2026-04-19 18:31:06,USD
Spotify,Bahrain,Family,9.49,2026-04-19 18:31:06,USD
Apple TV+,Bahrain,Apple TV+ Monthly,7.99,2026-04-19 18:31:07,USD
Netflix,Bahrain,Premium,15.79,2026-04-19 18:31:12,USD
Netflix,Bahrain,Standard,10.49,2026-04-19 18:31:12,USD
Netflix,Bahrain,Basic,7.99,2026-04-19 18:31:12,USD
Apple TV+,Saudi Arabia,Apple TV+ Monthly,8.0,2026-04-19 18:31:07,USD
Spotify,Jordan,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Jordan,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Jordan,Duo,7.49,2026-04-19 18:31:06,USD
Spotify,Jordan,Family,9.49,2026-04-19 18:31:06,USD
Apple TV+,Jordan,Apple TV+ Monthly,6.99,2026-04-19 18:31:07,USD
Netflix,Jordan,Premium,9.99,2026-04-19 18:31:12,USD
Netflix,Jordan,Standard,7.99,2026-04-19 18:31:12,USD
Netflix,Jordan,Basic,3.99,2026-04-19 18:31:12,USD
Spotify,Egypt,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Egypt,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Egypt,Duo,2.27,2026-04-19 18:31:06,USD
Spotify,Egypt,Family,2.9,2026-04-19 18:31:06,USD
Apple TV+,Egypt,Apple TV+ Monthly,2.5,2026-04-19 18:31:07,USD
Apple TV+,United Arab Emirates,Apple TV+ Monthly,7.63,2026-04-19 18:31:07,USD
Spotify,Ireland,Individual,0.0,2026-04-19 18:31:06,USD
Spotify,Ireland,Student,0.0,2026-04-19 18:31:06,USD
Spotify,Ireland,Duo,21.83,2026-04-19 18:31:06,USD
Spotify,Ireland,Family,26.43,2026-04-19 18:31:06,USD
Apple TV+,Ireland,Apple TV+ Monthly,11.48,2026-04-19 18:31:07,USD
Netflix,Qatar,Premium,17.99,2026-04-19 18:31:14,USD
Netflix,Qatar,Standard,11.99,2026-04-19 18:31:14,USD
Netflix,Qatar,Basic,8.99,2026-04-19 18:31:14,USD
Apple TV+,Bangladesh,Apple TV+ Monthly,12.99,2026-04-19 18:31:12,USD
Netflix,Bangladesh,Premium,9.99,2026-04-19 18:31:15,USD
Netflix,Bangladesh,Standard,7.99,2026-04-19 18:31:15,USD
Netflix,Bangladesh,Basic,3.99,2026-04-19 18:31:15,USD
Spotify,Nepal,Individual,0.0,2026-04-19 18:31:11,USD
Spotify,Nepal,Student,0.0,2026-04-19 18:31:11,USD
Spotify,Nepal,Duo,4.49,2026-04-19 18:31:11,USD
Spotify,Nepal,Family,5.79,2026-04-19 18:31:11,USD
Apple TV+,Nepal,Apple TV+ Monthly,12.99,2026-04-19 18:31:13,USD
Netflix,Nepal,Premium,9.99,2026-04-19 18:31:15,USD
Netflix,Nepal,Standard,7.99,2026-04-19 18:31:15,USD
Netflix,Nepal,Basic,3.99,2026-04-19 18:31:15,USD
Apple TV+,Pakistan,Apple TV+ Monthly,12.99,2026-04-19 18:31:12,USD
Apple TV+,Bhutan,Apple TV+ Monthly,12.99,2026-04-19 18:31:12,USD
Netflix,Bhutan,Premium,9.99,2026-04-19 18:31:16,USD
Netflix,Bhutan,Standard,7.99,2026-04-19 18:31:16,USD
Netflix,Bhutan,Basic,3.99,2026-04-19 18:31:16,USD
Spotify,Sri Lanka,Individual,0.0,2026-04-19 18:31:11,USD
Spotify,Sri Lanka,Student,0.0,2026-04-19 18:31:11,USD
Spotify,Sri Lanka,Duo,3.23,2026-04-19 18:31:11,USD
Spotify,Sri Lanka,Family,4.2,2026-04-19 18:31:11,USD
Apple TV+,Sri Lanka,Apple TV+ Monthly,6.99,2026-04-19 18:31:12,USD
Netflix,Sri Lanka,Premium,9.99,2026-04-19 18:31:16,USD
Netflix,Sri Lanka,Standard,7.99,2026-04-19 18:31:16,USD
Netflix,Sri Lanka,Basic,3.99,2026-04-19 18:31:16,USD
Spotify,Maldives,Individual,0.0,2026-04-19 18:31:12,USD
Spotify,Maldives,Student,0.0,2026-04-19 18:31:12,USD
Spotify,Maldives,Duo,7.49,2026-04-19 18:31:12,USD
Spotify,Maldives,Family,9.49,2026-04-19 18:31:12,USD
Apple TV+,Maldives,Apple TV+ Monthly,12.99,2026-04-19 18:31:13,USD
Netflix,Maldives,Premium,17.99,2026-04-19 18:31:17,USD
Netflix,Maldives,Standard,13.99,2026-04-19 18:31:17,USD
Netflix,Maldives,Basic,10.99,2026-04-19 18:31:17,USD
Apple TV+,Myanmar,Apple TV+ Monthly,12.99,2026-04-19 18:31:13,USD
Netflix,Myanmar,Premium,9.99,2026-04-19 18:31:17,USD
Netflix,Myanmar,Standard,7.99,2026-04-19 18:31:17,USD
Netflix,Myanmar,Basic,3.99,2026-04-19 18:31:17,USD
Spotify,Malaysia,Individual,3.72,2026-04-19 18:31:12,USD
Spotify,Malaysia,Student,2.02,2026-04-19 18:31:12,USD
Spotify,Malaysia,Duo,5.21,2026-04-19 18:31:12,USD
Spotify,Malaysia,Family,5.94,2026-04-19 18:31:12,USD
Apple TV+,Malaysia,Apple TV+ Monthly,6.36,2026-04-19 18:31:13,USD
Apple TV+,Cambodia,Apple TV+ Monthly,7.99,2026-04-19 18:31:13,USD
Netflix,Cambodia,Premium,9.99,2026-04-19 18:31:18,USD
Netflix,Cambodia,Standard,7.99,2026-04-19 18:31:18,USD
Netflix,Cambodia,Basic,3.99,2026-04-19 18:31:18,USD
Spotify,Brunei,Individual,0.0,2026-04-19 18:31:13,USD
Spotify,Brunei,Student,0.0,2026-04-19 18:31:13,USD
Spotify,Brunei,Duo,10.49,2026-04-19 18:31:13,USD
Spotify,Brunei,Family,12.99,2026-04-19 18:31:13,USD
Netflix,Brunei,Premium,17.99,2026-04-19 18:31:18,USD
Netflix,Brunei,Standard,13.99,2026-04-19 18:31:18,USD
Netflix,Brunei,Basic,10.99,2026-04-19 18:31:18,USD
Apple TV+,Laos,Apple TV+ Monthly,7.99,2026-04-19 18:31:13,USD
Netflix,Laos,Premium,9.99,2026-04-19 18:31:18,USD
Netflix,Laos,Standard,7.99,2026-04-19 18:31:18,USD
Netflix,Laos,Basic,3.99,2026-04-19 18:31:18,USD
Spotify,Singapore,Individual,0.0,2026-04-19 18:31:12,USD
Spotify,Singapore,Student,0.0,2026-04-19 18:31:12,USD
Spotify,Singapore,Duo,16.98,2026-04-19 18:31:12,USD
Spotify,Singapore,Family,20.98,2026-04-19 18:31:12,USD
Apple TV+,Singapore,Apple TV+ Monthly,13.98,2026-04-19 18:31:13,USD
Apple TV+,Japan,Apple TV+ Monthly,5.67,2026-04-19 18:31:13,USD
Apple TV+,Indonesia,Apple TV+ Monthly,6.39,2026-04-19 18:31:14,USD
Apple TV+,Taiwan,Apple TV+ Monthly,7.81,2026-04-19 18:31:15,USD
Spotify,Hong Kong,Individual,0.0,2026-04-19 18:31:14,USD
Spotify,Hong Kong,Student,0.0,2026-04-19 18:31:14,USD
Spotify,Hong Kong,Duo,12.56,2026-04-19 18:31:14,USD
Spotify,Hong Kong,Family,16.41,2026-04-19 18:31:14,USD
Apple TV+,Hong Kong,Apple TV+ Monthly,8.72,2026-04-19 18:31:15,USD
Spotify,Philippines,Individual,3.02,2026-04-19 18:31:12,USD
Spotify,Philippines,Student,1.52,2026-04-19 18:31:12,USD
Spotify,Philippines,Duo,4.09,2026-04-19 18:31:12,USD
Spotify,Philippines,Family,4.98,2026-04-19 18:31:12,USD
Apple TV+,Philippines,Apple TV+ Monthly,6.59,2026-04-19 18:31:13,USD
Apple TV+,Georgia,Apple TV+ Monthly,12.99,2026-04-19 18:31:17,USD
Spotify,Kazakhstan,Individual,0.0,2026-04-19 18:31:16,USD
Spotify,Kazakhstan,Student,0.0,2026-04-19 18:31:16,USD
Spotify,Kazakhstan,Duo,6.49,2026-04-19 18:31:16,USD
Spotify,Kazakhstan,Family,7.99,2026-04-19 18:31:16,USD
Apple TV+,Kazakhstan,Apple TV+ Monthly,12.99,2026-04-19 18:31:17,USD
Apple TV+,Uzbekistan,Apple TV+ Monthly,12.99,2026-04-19 18:31:18,USD
Spotify,Macau,Individual,0.0,2026-04-19 18:31:16,USD
Spotify,Macau,Student,0.0,2026-04-19 18:31:16,USD
Spotify,Macau,Duo,10.49,2026-04-19 18:31:16,USD
Spotify,Macau,Family,12.99,2026-04-19 18:31:16,USD
Apple TV+,Macau,Apple TV+ Monthly,9.99,2026-04-19 18:31:17,USD
Netflix,Macau,Premium,11.99,2026-04-19 18:31:21,USD
Netflix,Macau,Standard,9.99,2026-04-19 18:31:21,USD
Netflix,Macau,Basic,7.99,2026-04-19 18:31:21,USD
Spotify,Azerbaijan,Individual,0.0,2026-04-19 18:31:16,USD
Spotify,Azerbaijan,Student,0.0,2026-04-19 18:31:16,USD
Spotify,Azerbaijan,Duo,7.49,2026-04-19 18:31:16,USD
Spotify,Azerbaijan,Family,9.49,2026-04-19 18:31:16,USD
Apple TV+,Azerbaijan,Apple TV+ Monthly,6.99,2026-04-19 18:31:18,USD
Spotify,Kyrgyzstan,Individual,0.0,2026-04-19 18:31:18,USD
Spotify,Kyrgyzstan,Student,0.0,2026-04-19 18:31:18,USD
Spotify,Kyrgyzstan,Duo,7.49,2026-04-19 18:31:18,USD
Spotify,Kyrgyzstan,Family,9.49,2026-04-19 18:31:18,USD
Apple TV+,Kyrgyzstan,Apple TV+ Monthly,12.99,2026-04-19 18:31:19,USD
Apple TV+,Armenia,Apple TV+ Monthly,7.99,2026-04-19 18:31:18,USD
Apple TV+,Mongolia,Apple TV+ Monthly,6.99,2026-04-19 18:31:19,USD
Netflix,Mongolia,Premium,9.99,2026-04-19 18:31:23,USD
Netflix,Mongolia,Standard,7.99,2026-04-19 18:31:23,USD
Netflix,Mongolia,Basic,3.99,2026-04-19 18:31:23,USD
Spotify,Tajikistan,Individual,0.0,2026-04-19 18:31:18,USD
Spotify,Tajikistan,Student,0.0,2026-04-19 18:31:18,USD
Apple TV+,Tajikistan,Apple TV+ Monthly,7.99,2026-04-19 18:31:19,USD
Spotify,Germany,Individual,0.0,2026-04-19 18:31:19,USD
Spotify,Germany,Student,0.0,2026-04-19 18:31:19,USD
Spotify,Germany,Duo,20.68,2026-04-19 18:31:19,USD
Spotify,Germany,Family,25.28,2026-04-19 18:31:19,USD
Apple TV+,Germany,Apple TV+ Monthly,11.48,2026-04-19 18:31:20,USD
Spotify,France,Personnel,0.0,2026-04-19 18:31:19,USD
Spotify,France,Étudiants,0.0,2026-04-19 18:31:19,USD
Spotify,France,Duo,19.77,2026-04-19 18:31:19,USD
Spotify,France,Famille,24.41,2026-04-19 18:31:19,USD
Apple TV+,France,Apple TV+ Monthly,11.48,2026-04-19 18:31:20,USD
Apple TV+,Switzerland,Apple TV+ Monthly,13.8,2026-04-19 18:31:21,USD
Spotify,Italy,Individual,0.0,2026-04-19 18:31:19,USD
Spotify,Italy,Student,0.0,2026-04-19 18:31:19,USD
Spotify,Italy,Duo,19.53,2026-04-19 18:31:19,USD
Spotify,Italy,Family,24.13,2026-04-19 18:31:19,USD
Apple TV+,Italy,Apple TV+ Monthly,11.48,2026-04-19 18:31:21,USD
Spotify,Spain,Individual,0.0,2026-04-19 18:31:19,USD
Spotify,Spain,Estudiantes,0.0,2026-04-19 18:31:19,USD
Spotify,Spain,Duo,19.53,2026-04-19 18:31:19,USD
Spotify,Spain,Familiar,24.13,2026-04-19 18:31:19,USD
Apple TV+,Spain,Apple TV+ Monthly,11.48,2026-04-19 18:31:21,USD
Spotify,Netherlands,Individual,0.0,2026-04-19 18:31:20,USD
Spotify,Netherlands,Student,0.0,2026-04-19 18:31:20,USD
Spotify,Netherlands,Duo,20.68,2026-04-19 18:31:20,USD
Spotify,Netherlands,Family,25.28,2026-04-19 18:31:20,USD
Apple TV+,Netherlands,Apple TV+ Monthly,11.48,2026-04-19 18:31:21,USD
Spotify,Iceland,Individual,0.0,2026-04-19 18:31:22,USD
Spotify,Iceland,Student,0.0,2026-04-19 18:31:22,USD
Spotify,Iceland,Duo,21.25,2026-04-19 18:31:22,USD
Spotify,Iceland,Family,25.28,2026-04-19 18:31:22,USD
Apple TV+,Iceland,Apple TV+ Monthly,12.99,2026-04-19 18:31:23,USD
Spotify,Portugal,Individual,0.0,2026-04-19 18:31:20,USD
Spotify,Portugal,Estudante,0.0,2026-04-19 18:31:20,USD
Spotify,Portugal,Duo,13.78,2026-04-19 18:31:20,USD
Spotify,Portugal,Família 4,17.8,2026-04-19 18:31:20,USD
Apple TV+,Portugal,Apple TV+ Monthly,11.48,2026-04-19 18:31:21,USD
Apple TV+,Sweden,Apple TV+ Monthly,10.58,2026-04-19 18:31:22,USD
Apple TV+,Norway,Apple TV+ Monthly,12.24,2026-04-19 18:31:22,USD
Netflix,Norway,Premium,19.44,2026-04-19 18:31:27,USD
Netflix,Norway,Standard,13.27,2026-04-19 18:31:27,USD
Netflix,Norway,Basic,10.19,2026-04-19 18:31:27,USD
Apple TV+,Luxembourg,Apple TV+ Monthly,11.48,2026-04-19 18:31:21,USD
Spotify,Austria,Individual,0.0,2026-04-19 18:31:21,USD
Spotify,Austria,Student,0.0,2026-04-19 18:31:21,USD
Spotify,Austria,Duo,19.53,2026-04-19 18:31:21,USD
Spotify,Austria,Family,24.13,2026-04-19 18:31:21,USD
Apple TV+,Austria,Apple TV+ Monthly,11.48,2026-04-19 18:31:22,USD
Apple TV+,Finland,Apple TV+ Monthly,11.48,2026-04-19 18:31:22,USD
Apple TV+,Poland,Apple TV+ Monthly,9.51,2026-04-19 18:31:24,USD
Apple TV+,Romania,Apple TV+ Monthly,12.99,2026-04-19 18:31:25,USD
Spotify,Slovakia,Individual,0.0,2026-04-19 18:31:23,USD
Spotify,Slovakia,Student,0.0,2026-04-19 18:31:23,USD
Spotify,Slovakia,Duo,11.48,2026-04-19 18:31:23,USD
Spotify,Slovakia,Family 4,13.78,2026-04-19 18:31:23,USD
Apple TV+,Slovakia,Apple TV+ Monthly,14.99,2026-04-19 18:31:24,USD
Apple TV+,Bosnia and Herzegovina,Apple TV+ Monthly,12.99,2026-04-19 18:31:28,USD
Spotify,Serbia,Individual,6.89,2026-04-19 18:31:27,USD
Spotify,Serbia,Student,3.78,2026-04-19 18:31:27,USD
Spotify,Serbia,Duo,9.76,2026-04-19 18:31:27,USD
Spotify,Serbia,Family,12.06,2026-04-19 18:31:27,USD
Apple TV+,Serbia,Apple TV+ Monthly,12.99,2026-04-19 18:31:28,USD
Spotify,Croatia,Individual,0.0,2026-04-19 18:31:27,USD
Spotify,Croatia,Student,0.0,2026-04-19 18:31:27,USD
Spotify,Croatia,Duo,11.48,2026-04-19 18:31:27,USD
Spotify,Croatia,Family,14.36,2026-04-19 18:31:27,USD
Apple TV+,Croatia,Apple TV+ Monthly,12.99,2026-04-19 18:31:28,USD
Apple TV+,Greece,Apple TV+ Monthly,14.99,2026-04-19 18:31:27,USD
Apple TV+,North Macedonia,Apple TV+ Monthly,12.99,2026-04-19 18:31:28,USD
Apple TV+,Albania,Apple TV+ Monthly,12.99,2026-04-19 18:31:28,USD
Spotify,Bulgaria,Individual,0.0,2026-04-19 18:31:26,USD
Spotify,Bulgaria,Student,0.0,2026-04-19 18:31:26,USD
Spotify,Bulgaria,Duo,9.1,2026-04-19 18:31:26,USD
Spotify,Bulgaria,Family,11.46,2026-04-19 18:31:26,USD
Apple TV+,Bulgaria,Apple TV+ Monthly,14.99,2026-04-19 18:31:27,USD
Spotify,Montenegro,Individual,0.0,2026-04-19 18:31:28,USD
Spotify,Montenegro,Student,0.0,2026-04-19 18:31:28,USD
Spotify,Montenegro,Duo,9.76,2026-04-19 18:31:28,USD
Spotify,Montenegro,Family,12.06,2026-04-19 18:31:28,USD
Apple TV+,Montenegro,Apple TV+ Monthly,12.99,2026-04-19 18:31:29,USD
Spotify,Slovenia,Individual,0.0,2026-04-19 18:31:27,USD
Spotify,Slovenia,Student,0.0,2026-04-19 18:31:27,USD
Spotify,Slovenia,Duo,11.48,2026-04-19 18:31:27,USD
Spotify,Slovenia,Family,14.36,2026-04-19 18:31:27,USD
Apple TV+,Slovenia,Apple TV+ Monthly,14.99,2026-04-19 18:31:28,USD
Spotify,Ukraine,Individual,0.0,2026-04-19 18:31:28,USD
Spotify,Ukraine,Student,0.0,2026-04-19 18:31:28,USD
Spotify,Ukraine,Duo,6.49,2026-04-19 18:31:28,USD
Spotify,Ukraine,Family,7.99,2026-04-19 18:31:28,USD
Apple TV+,Ukraine,Apple TV+ Monthly,4.99,2026-04-19 18:31:29,USD
Apple TV+,Mexico,Apple TV+ Monthly,169.0,2026-04-19 18:31:31,USD
Netflix,Mexico,Premium,369.0,2026-04-19 18:31:35,USD
Netflix,Mexico,Standard with ads,139.0,2026-04-19 18:31:35,USD
Netflix,Mexico,Standard,269.0,2026-04-19 18:31:35,USD
Spotify,Latvia,Individual,0.0,2026-04-19 18:31:28,USD
Spotify,Latvia,Student,0.0,2026-04-19 18:31:28,USD
Spotify,Latvia,Duo,18.38,2026-04-19 18:31:28,USD
Spotify,Latvia,Family,22.98,2026-04-19 18:31:28,USD
Apple TV+,Latvia,Apple TV+ Monthly,14.99,2026-04-19 18:31:29,USD
Spotify,Lithuania,Individual,0.0,2026-04-19 18:31:28,USD
Spotify,Lithuania,Student,0.0,2026-04-19 18:31:28,USD
Spotify,Lithuania,Duo,13.78,2026-04-19 18:31:28,USD
Spotify,Lithuania,Family,17.23,2026-04-19 18:31:28,USD
Apple TV+,Lithuania,Apple TV+ Monthly,14.99,2026-04-19 18:31:29,USD
Apple TV+,Argentina,Apple TV+ Monthly,6.99,2026-04-19 18:31:31,USD
Spotify,Estonia,Individual,13.78,2026-04-19 18:31:28,USD
Spotify,Estonia,Student,7.46,2026-04-19 18:31:28,USD
Spotify,Estonia,Duo,18.38,2026-04-19 18:31:28,USD
Spotify,Estonia,Family,22.98,2026-04-19 18:31:28,USD
Apple TV+,Estonia,Apple TV+ Monthly,14.99,2026-04-19 18:31:29,USD
Spotify,Belarus,Individual,0.0,2026-04-19 18:31:28,USD
Spotify,Belarus,Student,0.0,2026-04-19 18:31:28,USD
Spotify,Belarus,Duo,7.49,2026-04-19 18:31:28,USD
Spotify,Belarus,Family,9.49,2026-04-19 18:31:28,USD
Apple TV+,Belarus,Apple TV+ Monthly,7.99,2026-04-19 18:31:29,USD
Apple TV+,Chile,Apple TV+ Monthly,4.99,2026-04-19 18:31:32,USD
Netflix,Chile,Premium,12.99,2026-04-19 18:31:36,USD
Netflix,Chile,Standard,9.99,2026-04-19 18:31:36,USD
Netflix,Chile,Basic,7.19,2026-04-19 18:31:36,USD
Spotify,Moldova,Individual,0.0,2026-04-19 18:31:29,USD
Spotify,Moldova,Student,0.0,2026-04-19 18:31:29,USD
Spotify,Moldova,Duo,7.49,2026-04-19 18:31:29,USD
Spotify,Moldova,Family,9.49,2026-04-19 18:31:29,USD
Apple TV+,Moldova,Apple TV+ Monthly,7.99,2026-04-19 18:31:31,USD
Apple TV+,Uruguay,Apple TV+ Monthly,12.99,2026-04-19 18:31:34,USD
Netflix,Uruguay,Premium,21.99,2026-04-19 18:31:37,USD
Netflix,Uruguay,Standard,16.99,2026-04-19 18:31:37,USD
Netflix,Uruguay,Basic,11.99,2026-04-19 18:31:37,USD
Apple TV+,Ecuador,Apple TV+ Monthly,6.99,2026-04-19 18:31:34,USD
Netflix,Ecuador,Premium,11.99,2026-04-19 18:31:39,USD
Netflix,Ecuador,Standard,8.99,2026-04-19 18:31:39,USD
Netflix,Ecuador,Basic,5.99,2026-04-19 18:31:39,USD
Spotify,Colombia,Individual,0.0,2026-04-19 18:31:33,USD
Spotify,Colombia,Estudiantes,0.0,2026-04-19 18:31:33,USD
Spotify,Colombia,Duo,24.5,2026-04-19 18:31:33,USD
Spotify,Colombia,Familiar,30.5,2026-04-19 18:31:33,USD
Apple TV+,Colombia,Apple TV+ Monthly,29.9,2026-04-19 18:31:34,USD
Netflix,Paraguay,Premium,7.99,2026-04-19 18:31:39,USD
Netflix,Paraguay,Standard,5.99,2026-04-19 18:31:39,USD
